Country_Region,Confirmed,Deaths,Recovered,Active
Afghanistan,607,18,32,557
Albania,446,23,217,206
Algeria,1914,293,591,1030
Andorra,638,29,128,481
Angola,19,2,4,13
Antigua and Barbuda,21,2,0,19
Argentina,2142,90,468,1584
Armenia,1013,13,197,803
Australia,6315,60,1806,4449
Austria,13945,350,6987,6608
Azerbaijan,1098,11,250,837
Bahamas,46,8,5,33
Bahrain,1136,6,558,572
Bangladesh,621,34,39,548
Barbados,71,4,11,56
Belarus,2578,26,203,2349
Belgium,29647,3600,6463,19584
Belize,14,2,0,12
Benin,35,1,5,29
Bhutan,5,0,2,3
Bolivia,300,24,2,274
Bosnia and Herzegovina,1009,39,193,777
Botswana,13,1,0,12
Brazil,22192,1223,173,20796
Brunei,136,1,106,29
Bulgaria,675,29,68,578
Burkina Faso,497,27,161,309
Burma,41,4,2,35
Burundi,5,0,0,5
Cabo Verde,8,1,1,6
Cambodia,122,0,77,45
Cameroon,820,12,98,710
Canada,24299,713,7123,16463
Central African Republic,8,0,0,8
Chad,18,0,2,16
Chile,7213,80,2059,5074
China,83134,3343,77956,1835
Colombia,2776,109,270,2397
Congo (Brazzaville),60,5,5,50
Congo (Kinshasa),234,20,16,198
Costa Rica,595,3,56,536
Cote d\'Ivoire,574,5,85,484
Croatia,1600,23,373,1204
Cuba,669,18,92,559
Cyprus,633,11,65,557
Czechia,5991,138,464,5389
Denmark,6369,273,2291,3805
Diamond Princess,712,11,619,82
Djibouti,214,2,36,176
Dominica,16,0,8,8
Dominican Republic,2967,173,131,2663
Ecuador,7466,333,501,6632
Egypt,2065,159,589,1317
El Salvador,125,6,21,98
Equatorial Guinea,21,0,3,18
Eritrea,34,0,0,34
Estonia,1309,25,98,1186
Eswatini,14,0,7,7
Ethiopia,71,3,10,58
Fiji,16,0,0,16
Finland,2974,56,300,2618
France,133670,14412,27469,91789
Gabon,49,1,1,47
Gambia,9,1,2,6
Georgia,257,3,67,187
Germany,127854,3022,60300,64532
Ghana,566,8,4,554
Greece,2114,98,269,1747
Grenada,14,0,0,14
Guatemala,155,5,19,131
Guinea,250,0,17,233
Guinea-Bissau,38,0,0,38
Guyana,45,6,8,31
Haiti,33,3,0,30
Holy See,8,0,2,6
Honduras,393,25,7,361
Hungary,1410,99,118,1193
Iceland,1701,8,889,804
India,9205,331,1080,7794
Indonesia,4241,373,359,3509
Iran,71686,4474,43894,23318
Iraq,1352,76,640,636
Ireland,9655,334,25,9296
Israel,11145,103,1627,9415
Italy,156363,19899,34211,102253
Jamaica,69,4,13,52
Japan,6748,108,762,5878
Jordan,389,7,201,181
Kazakhstan,951,10,99,842
Kenya,197,8,25,164
"Korea, South",10512,214,7368,2930
Kosovo,283,7,58,218
Kuwait,1234,1,142,1091
Kyrgyzstan,377,5,54,318
Laos,19,0,0,19
Latvia,651,5,16,630
Lebanon,630,20,80,530
Liberia,50,5,3,42
Libya,25,1,9,15
Liechtenstein,79,1,55,23
Lithuania,1053,23,97,933
Luxembourg,3281,66,500,2715
MS Zaandam,9,2,0,7
Madagascar,106,0,20,86
Malawi,13,2,0,11
Malaysia,4683,76,2108,2499
Maldives,20,0,14,6
Mali,105,9,22,74
Malta,378,3,44,331
Mauritania,7,1,2,4
Mauritius,324,9,42,273
Mexico,4219,273,1772,2174
Moldova,1662,31,94,1537
Monaco,93,1,6,86
Mongolia,16,0,4,12
Montenegro,272,3,5,264
Morocco,1661,118,177,1366
Mozambique,21,0,2,19
Namibia,16,0,3,13
Nepal,12,0,1,11
Netherlands,25746,2747,295,22704
New Zealand,1330,4,471,855
Nicaragua,9,1,4,4
Niger,529,12,75,442
Nigeria,323,10,85,228
North Macedonia,828,34,41,753
Norway,6525,128,32,6365
Oman,599,4,109,486
Pakistan,5230,91,1028,4111
Panama,3234,79,23,3132
Papua New Guinea,2,0,0,2
Paraguay,134,6,22,106
Peru,7519,193,1798,5528
Philippines,4648,297,197,4154
Poland,6674,232,439,6003
Portugal,16585,504,277,15804
Qatar,2979,7,275,2697
Romania,6300,316,852,5132
Russia,15770,130,1291,14349
Rwanda,126,0,25,101
Saint Kitts and Nevis,12,0,0,12
Saint Lucia,15,0,4,11
Saint Vincent and the Grenadines,12,0,1,11
San Marino,356,35,53,268
Sao Tome and Principe,4,0,0,4
Saudi Arabia,4462,59,761,3642
Senegal,280,2,171,107
Serbia,3630,80,0,3550
Seychelles,11,0,0,11
Sierra Leone,10,0,0,10
Singapore,2532,8,560,1964
Slovakia,742,2,23,717
Slovenia,1205,53,150,1002
Somalia,25,1,2,22
South Africa,2173,25,410,1738
South Sudan,4,0,0,4
Spain,166831,17209,62391,87231
Sri Lanka,210,7,56,147
Sudan,19,2,2,15
Suriname,10,1,4,5
Sweden,10483,899,381,9203
Switzerland,25415,1106,12700,11609
Syria,25,2,5,18
Taiwan*,388,6,109,273
Tanzania,32,3,5,24
Thailand,2551,38,1218,1295
Timor-Leste,2,0,1,1
Togo,76,3,29,44
Trinidad and Tobago,113,8,16,89
Tunisia,707,31,43,633
Turkey,56956,1198,3446,52312
US,555313,22020,32988,500305
Uganda,54,0,4,50
Ukraine,2777,83,89,2605
United Arab Emirates,4123,22,680,3421
United Kingdom,85206,10629,626,73951
Uruguay,480,7,231,242
Uzbekistan,865,4,66,795
Venezuela,181,9,93,79
Vietnam,262,0,144,118
West Bank and Gaza,290,2,58,230
Western Sahara,6,0,0,6
Yemen,1,0,0,1
Zambia,43,2,30,11
Zimbabwe,14,3,0,11
